subject,mode,repetition,metric,fault_line,baseline_average_rank,current_average_rank,rank_improvement,rank_improvement_fraction,baseline_tie_size,competitor_count,actual_below,actual_equal,actual_above,actual_below_fraction,actual_above_fraction,generated_usable_tests,new_profiles,new_PASS_profiles,new_FAIL_profiles,new_profile_items,new_profile_discriminating_items,new_profile_helpful_items,new_profile_harmful_items,new_profile_mixed_direction_items,new_profile_helpful_pairs,new_profile_harmful_pairs,new_profile_net_pairs,new_profile_helpful_PASS_pairs,new_profile_helpful_FAIL_pairs,new_profile_harmful_PASS_pairs,new_profile_harmful_FAIL_pairs,new_profile_discriminating_density,new_profile_helpful_density,new_profile_harmful_density,new_profile_net_density,new_profile_helpful_PASS_share,new_profile_helpful_FAIL_share,new_profile_competitors_with_helpful,new_profile_competitors_with_harmful,new_profile_competitors_net_helpful,new_profile_competitors_net_harmful,new_profile_competitors_net_zero,new_profile_competitors_net_helpful_fraction,new_profile_competitors_net_harmful_fraction,test_items,test_discriminating_items,test_helpful_items,test_harmful_items,test_mixed_direction_items,test_helpful_pairs,test_harmful_pairs,test_net_pairs,test_helpful_PASS_pairs,test_helpful_FAIL_pairs,test_harmful_PASS_pairs,test_harmful_FAIL_pairs,test_discriminating_density,test_helpful_density,test_harmful_density,test_net_density,test_helpful_PASS_share,test_helpful_FAIL_share,test_competitors_with_helpful,test_competitors_with_harmful,test_competitors_net_helpful,test_competitors_net_harmful,test_competitors_net_zero,test_competitors_net_helpful_fraction,test_competitors_net_harmful_fraction
libyaml_flow,afl,1,jaccard,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,363,52,45,7,52,1,1,0,0,11,0,11,11,0,0,0,0.013221153846153846,0.013221153846153846,0.0,0.013221153846153846,1.0,0.0,11,0,11,0,5,0.6875,0.0,363,1,1,0,0,11,0,11,11,0,0,0,0.001893939393939394,0.001893939393939394,0.0,0.001893939393939394,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,afl,1,ochiai,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,363,52,45,7,52,1,1,0,0,11,0,11,11,0,0,0,0.013221153846153846,0.013221153846153846,0.0,0.013221153846153846,1.0,0.0,11,0,11,0,5,0.6875,0.0,363,1,1,0,0,11,0,11,11,0,0,0,0.001893939393939394,0.001893939393939394,0.0,0.001893939393939394,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,afl,2,jaccard,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,353,54,52,2,54,8,8,0,0,90,0,90,90,0,0,0,0.10416666666666667,0.10416666666666667,0.0,0.10416666666666667,1.0,0.0,12,0,12,0,4,0.75,0.0,353,10,10,0,0,112,0,112,112,0,0,0,0.019830028328611898,0.019830028328611898,0.0,0.019830028328611898,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,afl,2,ochiai,1062,9.0,3.0,6.0,0.6666666666666666,17,16,12,4,0,0.75,0.0,353,54,52,2,54,8,8,0,0,90,0,90,90,0,0,0,0.10416666666666667,0.10416666666666667,0.0,0.10416666666666667,1.0,0.0,12,0,12,0,4,0.75,0.0,353,10,10,0,0,112,0,112,112,0,0,0,0.019830028328611898,0.019830028328611898,0.0,0.019830028328611898,1.0,0.0,12,0,12,0,4,0.75,0.0
libyaml_flow,afl,3,jaccard,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,290,45,36,9,45,4,4,0,0,44,0,44,44,0,0,0,0.06111111111111111,0.06111111111111111,0.0,0.06111111111111111,1.0,0.0,11,0,11,0,5,0.6875,0.0,290,4,4,0,0,44,0,44,44,0,0,0,0.009482758620689655,0.009482758620689655,0.0,0.009482758620689655,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,afl,3,ochiai,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,290,45,36,9,45,4,4,0,0,44,0,44,44,0,0,0,0.06111111111111111,0.06111111111111111,0.0,0.06111111111111111,1.0,0.0,11,0,11,0,5,0.6875,0.0,290,4,4,0,0,44,0,44,44,0,0,0,0.009482758620689655,0.009482758620689655,0.0,0.009482758620689655,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,afl,4,jaccard,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,326,44,39,5,44,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,326,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,afl,4,ochiai,1062,9.0,9.0,0.0,0.0,17,16,0,16,0,0.0,0.0,326,44,39,5,44,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0,326,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0.0,0.0
libyaml_flow,afl,5,jaccard,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,341,62,50,12,62,1,1,0,0,11,0,11,11,0,0,0,0.011088709677419355,0.011088709677419355,0.0,0.011088709677419355,1.0,0.0,11,0,11,0,5,0.6875,0.0,341,1,1,0,0,11,0,11,11,0,0,0,0.0020161290322580645,0.0020161290322580645,0.0,0.0020161290322580645,1.0,0.0,11,0,11,0,5,0.6875,0.0
libyaml_flow,afl,5,ochiai,1062,9.0,3.5,5.5,0.6111111111111112,17,16,11,5,0,0.6875,0.0,341,62,50,12,62,1,1,0,0,11,0,11,11,0,0,0,0.011088709677419355,0.011088709677419355,0.0,0.011088709677419355,1.0,0.0,11,0,11,0,5,0.6875,0.0,341,1,1,0,0,11,0,11,11,0,0,0,0.0020161290322580645,0.0020161290322580645,0.0,0.0020161290322580645,1.0,0.0,11,0,11,0,5,0.6875,0.0
